,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,6.93903e-05,2.83793e-05,1.17866e-05,0.00550472,-0.0022031,-0.00169109,-0.00132843,0.0299637
1,0.000318355,0.000128396,4.42088e-05,0.0108582,-0.00434411,-0.00330049,-0.00247138,0.0666118
2,0.00143,0.000567246,0.000148406,0.01963,-0.0076914,-0.00555284,-0.00391891,0.136741
3,0.00622731,0.00242417,0.000415339,0.0307755,-0.0113024,-0.00697594,-0.00447138,0.253987
4,0.0257665,0.00982935,0.000838278,0.0371568,-0.011043,-0.00286579,-0.000947496,0.401619
5,0.0963448,0.0359018,0.000861753,0.0267038,-0.00156649,0.010777,0.00791299,0.453845
6,0.257787,0.0888374,0.000161687,0.00828919,0.00295668,0.00987491,0.00583776,0.189824
7,0.21086,0.0581378,1.30964e-05,0.0012581,0.000312514,0.00118464,0.00068259,0.0324608
8,0.088087,0.0175757,1.07584e-06,7.77217e-05,2.44854e-05,7.79089e-05,4.95736e-05,0.00442257
9,0.0169886,0.00204768,3.08851e-08,1.97173e-07,9.88679e-07,1.57336e-06,1.2983e-06,0.000291778
10,0.000337226,1.35971e-05,2.91881e-11,-2.68334e-09,1.46025e-09,7.2165e-10,8.91197e-10,1.28598e-06
