,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,7.67211e-05,2.92978e-05,1.27829e-05,0.00585676,-0.0023676,-0.00180391,-0.00145279,0.0310274
1,0.000350765,0.000133676,4.60341e-05,0.0118097,-0.00479496,-0.00367454,-0.00278556,0.0727256
2,0.00156141,0.000593419,0.000147019,0.0214104,-0.00852678,-0.00631434,-0.00440814,0.1528
3,0.0066969,0.00253509,0.000385697,0.0329065,-0.0122531,-0.00796207,-0.00484033,0.281048
4,0.0271283,0.0102016,0.000704916,0.037696,-0.011126,-0.00323223,-0.00075685,0.427633
5,0.0987656,0.0366041,0.000579791,0.0236672,5.53135e-05,0.012096,0.00860726,0.462438
6,0.255709,0.0878436,4.22894e-05,0.00674879,0.00359543,0.0105784,0.00609021,0.188358
7,0.204946,0.0563113,5.97014e-07,0.00129636,0.000261337,0.00117107,0.000689297,0.0318785
8,0.0843888,0.0167712,7.12839e-09,0.000116051,2.80947e-06,6.36475e-05,4.69975e-05,0.00432111
9,0.0160083,0.00192093,2.02658e-11,3.60645e-06,-7.43842e-07,3.15552e-07,9.63744e-07,0.000282603
10,0.000308359,1.23717e-05,2.13371e-16,8.13221e-09,-3.87473e-09,-3.68335e-09,-6.82064e-10,1.20042e-06
