,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,7.09955e-05,3.10881e-05,1.56204e-05,0.00600387,-0.00245092,-0.00189346,2.1684e-19,0.0397367
1,0.000322149,0.000137739,5.93561e-05,0.0112693,-0.0045512,-0.00344332,1.0842e-19,0.0796747
2,0.0014362,0.000596016,0.000202964,0.0196719,-0.00773129,-0.00554352,5.42101e-19,0.150195
3,0.00623108,0.00249807,0.000583087,0.0302864,-0.0111327,-0.00688583,1.19262e-18,0.264704
4,0.0257581,0.0099644,0.00122687,0.0362993,-0.0107986,-0.00296029,7.58942e-19,0.414676
5,0.0962587,0.0359862,0.00137353,0.0258688,-0.00139361,0.010669,-1.89735e-18,0.476062
6,0.256823,0.0885028,0.000314338,0.00814993,0.00292642,0.0100531,-4.41812e-18,0.200711
7,0.209669,0.0577978,2.81106e-05,0.00125484,0.000297456,0.00124086,-2.60293e-18,0.0340087
8,0.0874688,0.0174449,2.34914e-06,6.74818e-05,2.77215e-05,9.16038e-05,-1.30178e-18,0.0045655
9,0.016832,0.00202733,6.5761e-08,-1.30035e-06,1.66165e-06,2.78974e-06,-5.42233e-19,0.000295895
10,0.000332196,1.33795e-05,4.57834e-11,-9.42638e-09,4.72953e-09,4.93826e-09,3.38803e-21,1.27851e-06
