,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,7.21112e-05,3.02391e-05,1.39389e-05,0.00582431,-0.00235902,-0.00184239,-0.0014097,0.0339124
1,0.00032836,0.000135245,5.23003e-05,0.0112377,-0.00452848,-0.00347557,-0.00253084,0.0720836
2,0.00146503,0.000590497,0.000175984,0.019948,-0.00784723,-0.00569099,-0.00391691,0.142629
3,0.00634262,0.00249429,0.000495135,0.0308243,-0.0113392,-0.00698403,-0.00440535,0.258385
4,0.0261033,0.0100032,0.00101062,0.0366818,-0.0108585,-0.00265235,-0.000831696,0.403973
5,0.0970022,0.0361671,0.00106929,0.0258139,-0.00122723,0.011095,0.00803341,0.454473
6,0.256902,0.0884368,0.000217015,0.00809525,0.00295208,0.00979131,0.0057881,0.188336
7,0.208264,0.0573283,1.8257e-05,0.00125592,0.000291357,0.00114549,0.000669121,0.0319814
8,0.086375,0.0171995,1.50253e-06,7.59477e-05,2.31797e-05,7.50468e-05,4.87233e-05,0.00434596
9,0.0165154,0.00198598,4.2636e-08,-1.37249e-07,1.09403e-06,1.65212e-06,1.31358e-06,0.000286257
10,0.000322614,1.29732e-05,3.94896e-11,-4.41609e-09,2.28163e-09,1.57125e-09,1.08154e-09,1.25345e-06
