,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,0.7960101791543157,0.7960101791543157,-1.5920203583086312,-6.041429802130066,2.2254398196486465,2.1598878795042724,0.0,2.390034019460242
1,0.6171943708035386,0.6171943708035383,-1.2343887416070771,-4.586783057020134,1.676360215779952,1.408757601747247,0.0,1.3705952682081675
2,0.45646242979199814,0.45646242979199797,-0.9129248595839959,-3.269917675036675,1.178548033104821,0.7936094424428082,0.0,0.8686431998404265
3,0.3024945402650766,0.3024945402650766,-0.6049890805301531,-1.8367264332120024,0.6158764813095808,0.2626430510120765,0.0,0.3888434594476222
4,0.2396842578742828,0.2396842578742827,-0.4793685157485656,-1.0561718945839695,0.28840301236639043,0.0764597570951923,0.0,0.14939228410034291
5,0.1918710430385143,0.1918710430385143,-0.38374208607702864,-0.6129622162074959,0.11461027853793325,0.017927909501642938,0.0,0.04639866931014182
6,0.14100101725553363,0.14100101725553363,-0.28200203451106726,-0.35569781597708994,0.03684791998439802,0.00313677498308926,0.0,0.011702162075374854
7,0.09111459612752305,0.09111459612752305,-0.1822291922550461,-0.19984859799179985,0.008809705998066263,0.000374707035136279,0.0,0.002611120268016395
8,0.04958391014491596,0.04958391014491596,-0.09916782028983193,-0.10182914541315055,0.0013306630432059967,3.136537301634848e-05,0.0,0.0006108869727245134
9,0.02054877888654219,0.02054877888654219,-0.04109755777308438,-0.04127232539412476,8.738400843189684e-05,4.194980499244435e-06,0.0,0.0001355392455669906
10,0.004567873891237581,0.0045678738912375795,-0.009135747782475159,-0.009140039027427322,2.145651777649363e-06,9.137663157805128e-07,0.0,1.4016869287262098e-05
