,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,4.90264e-05,1.88146e-05,-0,0.00353153,-0.00124466,-0.000723557,-0.000622764,0.0137256
1,0.000238181,9.12864e-05,-0,0.00781076,-0.00286671,-0.00182803,-0.00153013,0.0410105
2,0.00113594,0.000434452,-0,0.0160699,-0.00597047,-0.003906,-0.00311963,0.106145
3,0.00525673,0.00200352,-0,0.028811,-0.0103452,-0.00628488,-0.00458705,0.233426
4,0.023109,0.00875365,-0,0.0401245,-0.0123898,-0.00471743,-0.00248216,0.407429
5,0.0920349,0.034391,-0,0.0338037,-0.00465125,0.00759935,0.00646647,0.474449
6,0.26478,0.0917619,-0,0.00851817,0.00334377,0.0109466,0.00652224,0.194018
7,0.224948,0.0623765,-0,0.00066195,0.000709562,0.0017501,0.000920448,0.0319595
8,0.0963183,0.0193526,-0,-1.8544e-05,8.17552e-05,0.000154238,7.85784e-05,0.00412257
9,0.0191467,0.00232813,-0,-4.09356e-06,3.37457e-06,4.70236e-06,2.49007e-06,0.000248884
10,0.000404301,1.64804e-05,-0,-7.43506e-09,3.98177e-09,4.24601e-09,2.63192e-09,9.29398e-07
