,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,6.87877e-05,2.81433e-05,1.17314e-05,0.00548667,-0.00219506,-0.00164277,-0.00129751,0.0299553
1,0.000315999,0.000127485,4.4041e-05,0.0108229,-0.00432833,-0.00323011,-0.00242893,0.0664296
2,0.00142129,0.000563928,0.000147971,0.0195956,-0.00767769,-0.00550659,-0.00389759,0.136239
3,0.00619695,0.00241277,0.000414528,0.0308201,-0.0113307,-0.00710801,-0.00455774,0.253284
4,0.0256666,0.0097924,0.000837761,0.0373562,-0.0111513,-0.00333328,-0.00119015,0.401886
5,0.0960728,0.0358058,0.000862991,0.0267546,-0.00159256,0.0104935,0.00782321,0.457058
6,0.257845,0.0889012,0.000162468,0.00804709,0.00310407,0.0102951,0.00604502,0.192862
7,0.211762,0.0584342,1.32013e-05,0.00122856,0.000334855,0.00129269,0.000729063,0.0330718
8,0.0887796,0.0177315,1.08777e-06,7.6525e-05,2.58279e-05,9.10504e-05,5.49427e-05,0.00450032
9,0.0171943,0.0020748,3.13738e-08,1.95181e-07,1.0072e-06,2.1673e-06,1.5349e-06,0.000296415
10,0.000343878,1.38823e-05,2.94848e-11,-2.75103e-09,1.49724e-09,1.71497e-09,1.27246e-09,1.31069e-06
