 ,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
 0, 0.49026470E-04, 0.18814460E-04, 0.13462602E-11, 0.70630540E-02,-0.12446598E-02,-0.72355604E-03,-0.62276299E-03, 0.13725586E-01
 1, 0.23818045E-03, 0.91286274E-04, 0.95228323E-14, 0.15621543E-01,-0.28667093E-02,-0.18280325E-02,-0.15301368E-02, 0.41010502E-01
 2, 0.11359379E-02, 0.43445204E-03,-0.17062306E-13, 0.32139778E-01,-0.59704772E-02,-0.39060087E-02,-0.31196361E-02, 0.10614532E+00
 3, 0.52567285E-02, 0.20035196E-02, 0.53754744E-14, 0.57622141E-01,-0.10345213E-01,-0.62848883E-02,-0.45870568E-02, 0.23342640E+00
 4, 0.23109060E-01, 0.87536554E-02, 0.51694760E-15, 0.80249007E-01,-0.12389839E-01,-0.47174198E-02,-0.24821524E-02, 0.40742951E+00
 5, 0.92035015E-01, 0.34391081E-01, 0.69388939E-17, 0.67607309E-01,-0.46512202E-02, 0.75993865E-02, 0.64664966E-02, 0.47444867E+00
 6, 0.26478062E+00, 0.91761987E-01,-0.83266727E-16, 0.17036271E-01, 0.33437864E-02, 0.10946629E-01, 0.65222508E-02, 0.19401806E+00
 7, 0.22494779E+00, 0.62376424E-01,-0.00000000E+00, 0.13238905E-02, 0.70956535E-03, 0.17501007E-02, 0.92045103E-03, 0.31959516E-01
 8, 0.96318282E-01, 0.19352690E-01,-0.13877788E-16,-0.37098890E-04, 0.81755611E-04, 0.15423625E-03, 0.78577243E-04, 0.41225545E-02
 9, 0.19146709E-01, 0.23281339E-02, 0.20816682E-16,-0.81871513E-05, 0.33745709E-05, 0.47023467E-05, 0.24900706E-05, 0.24888356E-03
10, 0.40430067E-03, 0.16480391E-04,-0.19461429E-16,-0.14867451E-07, 0.39812127E-08, 0.42455583E-08, 0.26316087E-08, 0.92939296E-06
