,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,6.980022e-05,2.924661e-05,1.326632e-05,5.765318e-03,-2.332850e-03,-1.778150e-03,0.000000e+00,3.534549e-02
1,3.192760e-04,1.314165e-04,5.004319e-05,1.112562e-02,-4.478499e-03,-3.375719e-03,0.000000e+00,7.492404e-02
2,1.431407e-03,5.766789e-04,1.692857e-04,1.979610e-02,-7.781388e-03,-5.602253e-03,0.000000e+00,1.480300e-01
3,6.228132e-03,2.448815e-03,4.788454e-04,3.075862e-02,-1.132088e-02,-7.086018e-03,0.000000e+00,2.682693e-01
4,2.576245e-02,9.873933e-03,9.829203e-04,3.691399e-02,-1.098819e-02,-3.158804e-03,0.000000e+00,4.210321e-01
5,9.627171e-02,3.591221e-02,1.046892e-03,2.607142e-02,-1.338977e-03,1.073632e-02,0.000000e+00,4.780698e-01
6,2.573483e-01,8.869788e-02,2.149725e-04,7.956838e-03,3.094420e-03,1.025183e-02,0.000000e+00,2.009117e-01
7,2.106715e-01,5.810189e-02,1.835426e-05,1.250004e-03,3.133113e-04,1.263666e-03,0.000000e+00,3.410703e-02
8,8.810034e-02,1.758307e-02,1.524701e-06,7.727290e-05,2.432212e-05,8.884922e-05,0.000000e+00,4.582762e-03
9,1.700698e-02,2.050241e-03,4.288503e-08,-7.638057e-08,1.105919e-06,2.249449e-06,0.000000e+00,2.969234e-04
10,3.378226e-04,1.362143e-05,2.989988e-11,-4.516721e-09,2.346821e-09,2.559970e-09,0.000000e+00,1.280848e-06
