,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,0.796376,0.796376,-1.59275,-5.98983,2.19901,2.13627,-5.55112e-17,2.24996
1,0.623422,0.623422,-1.24684,-4.09743,1.4254,1.16405,-1.94289e-16,1.19706
2,0.463446,0.463446,-0.926892,-2.99764,1.03541,0.651002,-1.11022e-16,0.786824
3,0.307778,0.307778,-0.615557,-1.78121,0.582833,0.219459,-6.93889e-17,0.378869
4,0.245411,0.245411,-0.490822,-1.06824,0.288708,0.0657152,-6.93889e-18,0.15442
5,0.198911,0.198911,-0.397822,-0.637285,0.119731,0.015959,-1.73472e-17,0.0503743
6,0.148394,0.148394,-0.296788,-0.376414,0.0398128,0.00292578,-2.08167e-17,0.0131942
7,0.0974846,0.0974846,-0.194969,-0.214549,0.00978996,0.000373443,-2.60209e-18,0.00298814
8,0.0540536,0.0540536,-0.108107,-0.111139,0.00151576,3.22608e-05,-3.90313e-18,0.000690735
9,0.0229376,0.0229376,-0.0458752,-0.0460803,0.000102511,2.26958e-06,-1.0842e-18,0.000151806
10,0.00528006,0.00528006,-0.0105601,-0.0105621,9.62606e-07,7.23695e-08,-5.42101e-20,1.55864e-05
