,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,7.39659252719666e-05,3.242863375295966e-05,1.6600981007083835e-05,0.006079706658641973,-0.0024845249398837807,-0.0021368442474364664,-0.001579790342876874,0.03809009191386618
1,0.00033372141777676174,0.0001428451862392933,6.266242579048801e-05,0.01144464570425862,-0.004631197337938149,-0.003980535629194397,-0.0027280892420291684,0.07680014268300606
2,0.0014788048069114999,0.0006142381437670717,0.00021285882538919906,0.019964200749044477,-0.007864931788002355,-0.006474709421138793,-0.004114378866632131,0.14552579777130845
3,0.006376403968763947,0.0025575700280933153,0.000607455484108875,0.030472614625180826,-0.01120859894455198,-0.00761464662000342,-0.004394754021261156,0.2572465453441286
4,0.02619679055731739,0.010133619276893437,0.0012690817741429767,0.03588368203965241,-0.010575881405416298,-0.0011451246535744287,4.346906549206886e-05,0.400856660957396
5,0.09722696450793876,0.036326409271773545,0.0014087251102082444,0.025381049494231027,-0.0011740158864817804,0.014757534742312797,0.009025698947307816,0.4514347534197286
6,0.25625644349319143,0.08816341508216907,0.00031752884566446134,0.008385859315104546,0.0027104892844517225,0.006514316215758801,0.0046874386283065035,0.1855030288792404
7,0.2064506776351869,0.05676196782628974,2.7750435535106773e-05,0.001266763512936579,0.000266145734022651,-7.065671005446327e-05,0.000378170068898608,0.03141661669659836
8,0.08515260158307424,0.016930514511576206,2.2308535432402916e-06,6.477761668824868e-05,2.6682822918493276e-05,-6.732225130684048e-05,1.6821328053211437e-05,0.004271627223952224
9,0.016170783331625443,0.0019421418213918602,5.107684211653108e-08,-1.8057670876385312e-06,1.8538698988401133e-06,-2.9627750365689244e-06,1.3821212593915323e-07,0.00028153213773381874
10,0.00030917995764216406,1.278653310738391e-05,-1.310018443517012e-10,-2.4960259321526083e-08,1.2700402386183422e-08,7.147944570418985e-09,3.4794640125646435e-09,1.2487154824695595e-06
