,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,0.7976253110355009,0.7976253110355,-1.5952506220710008,-4.099430681200377,1.253857282549238,1.7015915210832873,1.7917372101254325,1.6886506096600817
1,0.6201347239219113,0.6201347239219112,-1.2402694478438225,-4.227866940746149,1.494356491848155,1.3479027776698171,0.8580817222057633,1.2366003610005565
2,0.4591646015918813,0.45916460159188077,-0.9183292031837619,-3.189673706115072,1.135919935213429,0.7755018091271051,0.41390644673175186,0.8163866228030084
3,0.3045044868985855,0.3045044868985858,-0.6090089737971711,-1.849708122021923,0.6204260117710478,0.2582290797415938,0.11348045770109988,0.3745672155076604
4,0.24153343071428768,0.2415334307142876,-0.4830668614285752,-1.072301649749099,0.29464533826493333,0.07586306898138136,0.029125614840261292,0.14584279515650547
5,0.1936899150875365,0.1936899150875365,-0.38737983017507294,-0.6234594454259598,0.11805018449811616,0.018457518251387712,0.006292520497928793,0.045920448780264064
6,0.14262722825095028,0.14262722825095023,-0.28525445650190046,-0.3620971357853513,0.03842498853312738,0.0037963608674055284,0.0011138271414920862,0.011814530940839464
7,0.09236706693942198,0.09236706693942191,-0.18473413387884383,-0.20382953373437343,0.009548845580279344,0.00089958362374969,0.0001933416324032786,0.002721072704650253
8,0.05038973610381993,0.05038973610381992,-0.10077947220763984,-0.10422635824386696,0.0017237381698160775,0.00039224543383567826,5.984006413482672e-05,0.0006595363251349107
9,0.02094803348694727,0.020948033486947275,-0.04189606697389455,-0.04248405090054164,0.00029404311767601126,0.00020915349410720706,3.034661676070525e-05,0.00015000368541555573
10,0.004682591612628424,0.0046825916126284235,-0.009365183225256847,-0.009506162959007152,7.049232587571269e-05,6.944766564151343e-05,1.0869542414035137e-05,1.5900202028671326e-05
