,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,0.797267,0.797267,-1.59453,-4.70752,1.55787,2.00569,1.88428,1.85557
1,0.621069,0.621069,-1.24214,-4.19469,1.4767,1.33255,0.841377,1.21455
2,0.460374,0.460374,-0.920748,-3.13351,1.10657,0.747068,0.40422,0.799441
3,0.305425,0.305425,-0.61085,-1.82776,0.608511,0.244244,0.111404,0.371513
4,0.242638,0.242638,-0.485277,-1.06903,0.291897,0.0705983,0.0287775,0.146514
5,0.195184,0.195184,-0.390368,-0.625817,0.117732,0.0164893,0.00622679,0.046597
6,0.144273,0.144273,-0.288545,-0.365051,0.0382556,0.00288607,0.001069,0.0120508
7,0.0938169,0.0938169,-0.187634,-0.206083,0.00922534,0.000347203,0.000146636,0.00276402
8,0.0514163,0.0514163,-0.102833,-0.105638,0.0014031,2.81177e-05,1.85812e-05,0.000662646
9,0.0214912,0.0214912,-0.0429824,-0.0431687,9.31641e-05,2.0287e-06,2.14193e-06,0.000149424
10,0.00482726,0.00482726,-0.00965452,-0.00965626,8.69151e-07,8.16668e-08,8.68781e-08,1.55888e-05
