,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,4.83506e-05,1.85561e-05,4.33681e-19,0.00351245,-0.00123698,-0.000717736,2.28402e-20,0.0141164
1,0.000235043,9.00899e-05,-8.67362e-19,0.00777157,-0.00285079,-0.00181579,7.37935e-20,0.0421628
2,0.00112198,0.000429156,-5.20417e-18,0.0160072,-0.00594626,-0.00388893,1.43596e-19,0.109219
3,0.00519896,0.00198178,6.93889e-18,0.0287569,-0.010331,-0.00628361,2.23209e-19,0.240695
4,0.0228998,0.00867625,1.04083e-17,0.0401657,-0.0124284,-0.00477393,6.31234e-19,0.421809
5,0.0914893,0.0341999,-4.85723e-17,0.0339275,-0.00471261,0.00753854,6.13271e-19,0.494846
6,0.264937,0.0918981,3.29597e-17,0.00854271,0.003383,0.0110373,-2.05434e-18,0.20503
7,0.226683,0.0629456,3.51336e-16,0.000666976,0.000721729,0.00177695,-5.43368e-18,0.0339804
8,0.0976467,0.0196522,1.96886e-16,-1.88503e-05,8.33713e-05,0.000157318,-9.69718e-18,0.00438018
9,0.0195451,0.00238091,-5.12158e-18,-4.18072e-06,3.45431e-06,4.81826e-06,-4.114e-19,0.000263546
10,0.000417676,1.70587e-05,-9.05581e-20,-7.67122e-09,4.1103e-09,4.38498e-09,-8.20715e-20,9.84213e-07
