 ,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
 0, 0.67336490E-04, 0.25747125E-04, 0.44725491E-05, 0.10400307E-01,-0.20527512E-02,-0.15033959E-02, 0.00000000E+00, 0.26954784E-01
 1, 0.31279698E-03, 0.11938368E-03, 0.16397155E-04, 0.21450963E-01,-0.42773505E-02,-0.31844654E-02, 0.00000000E+00, 0.65928168E-01
 2, 0.14179905E-02, 0.53982200E-03, 0.53312137E-04, 0.39988581E-01,-0.78594078E-02,-0.56970304E-02, 0.00000000E+00, 0.14413947E+00
 3, 0.62084526E-02, 0.23546270E-02, 0.14237960E-03, 0.63576613E-01,-0.11749409E-01,-0.75376421E-02, 0.00000000E+00, 0.27536680E+00
 4, 0.25740521E-01, 0.97003750E-02, 0.26500129E-03, 0.76443097E-01,-0.11426798E-01,-0.36137973E-02, 0.00000000E+00, 0.43388443E+00
 5, 0.96288024E-01, 0.35778365E-01, 0.22231611E-03, 0.52873364E-01,-0.12328383E-02, 0.10868940E-01, 0.00000000E+00, 0.48281439E+00
 6, 0.25842906E+00, 0.89092620E-01, 0.16638556E-04, 0.15109139E-01, 0.34257510E-02, 0.10639132E-01, 0.00000000E+00, 0.20096369E+00
 7, 0.21247693E+00, 0.58640875E-01, 0.23896774E-06, 0.24420366E-02, 0.35154663E-03, 0.13137773E-02, 0.00000000E+00, 0.34126368E-01
 8, 0.89180336E-01, 0.17817268E-01, 0.28576031E-08, 0.18314577E-03, 0.19823358E-04, 0.85435466E-04, 0.00000000E+00, 0.45802889E-02
 9, 0.17299736E-01, 0.20885229E-02, 0.69270974E-10, 0.39379863E-05, 0.18479819E-06, 0.13541477E-05, 0.00000000E+00, 0.29525791E-03
10, 0.34726449E-03, 0.14028450E-04, 0.54313376E-12, 0.84953624E-08,-0.19038867E-08,-0.16834213E-08, 0.00000000E+00, 0.12519894E-05
