,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,6.87877e-05,2.62974e-05,9.24731e-06,0.00521755,-0.00205921,-0.00150755,-0.00124113,0.0256808
1,0.000318811,0.000121653,3.38099e-05,0.0107698,-0.00429529,-0.00319794,-0.00249511,0.0630212
2,0.00144132,0.00054856,0.000109617,0.0200774,-0.00789339,-0.00572276,-0.00414883,0.13809
3,0.00629015,0.00238488,0.0002919,0.0318828,-0.0117848,-0.00755958,-0.00484204,0.264109
4,0.02598,0.00978717,0.000541599,0.038224,-0.0114159,-0.00358793,-0.00117229,0.416014
5,0.0967497,0.0359346,0.000452674,0.0263063,-0.00117742,0.0109167,0.00811955,0.46178
6,0.258065,0.0889047,3.36968e-05,0.00747788,0.00342068,0.0105908,0.00614799,0.191431
7,0.211041,0.0581863,4.83666e-07,0.00120261,0.000349992,0.00130147,0.000727945,0.0326213
8,0.088199,0.0176008,5.85682e-09,8.96709e-05,1.97716e-05,8.43811e-05,5.21263e-05,0.00442072
9,0.0170273,0.00205306,1.69434e-11,1.92428e-06,1.83843e-07,1.32983e-06,1.21572e-06,0.000288869
10,0.00033898,1.36756e-05,1.84369e-16,4.25974e-09,-1.91568e-09,-1.70148e-09,-7.49219e-11,1.24349e-06
