,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,0.796057,0.796057,-1.59211,-6.04088,2.22512,2.15957,-4.44089e-16,2.38998
1,0.617219,0.617219,-1.23444,-4.58697,1.67643,1.40884,-2.22045e-16,1.37063
2,0.456468,0.456468,-0.912937,-3.26991,1.17854,0.793604,-8.32667e-17,0.86855
3,0.302487,0.302487,-0.604974,-1.83667,0.615854,0.262604,-5.55112e-17,0.388769
4,0.239677,0.239677,-0.479353,-1.05609,0.288367,0.0764148,-2.08167e-17,0.149338
5,0.191866,0.191866,-0.383731,-0.612887,0.114578,0.0178962,-6.93889e-18,0.0463716
6,0.140995,0.140995,-0.28199,-0.355639,0.0368247,0.00311824,-1.21431e-17,0.011693
7,0.0911041,0.0911041,-0.182208,-0.199801,0.00879631,0.000363768,-4.33681e-18,0.00260924
8,0.0495684,0.0495684,-0.0991368,-0.101785,0.00132425,2.556e-05,-3.03577e-18,0.000611583
9,0.0205254,0.0205254,-0.0410507,-0.0412238,8.65484e-05,1.24264e-06,-1.30104e-18,0.000135798
10,0.00454063,0.00454063,-0.00908126,-0.00908276,7.48118e-07,2.2575e-08,-1.0842e-19,1.38359e-05
