,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,6.1781e-05,2.36413e-05,6.8558e-06,0.00469469,-0.0018092,-0.00126949,1.35525e-19,0.02253
1,0.000289742,0.000110684,2.5424e-05,0.00985274,-0.00385797,-0.00278376,3.25261e-19,0.0572725
2,0.00132808,0.000506116,8.36381e-05,0.0187987,-0.00729079,-0.0051629,7.58942e-19,0.129747
3,0.0058891,0.00223614,0.000226109,0.0307874,-0.0112916,-0.00713628,1.40946e-18,0.256438
4,0.0247772,0.00935023,0.000426397,0.0386097,-0.0116584,-0.00390832,8.67362e-19,0.417246
5,0.0943704,0.0351292,0.000363222,0.0287669,-0.00234307,0.00979222,-1.95156e-18,0.478041
6,0.260076,0.0899146,2.77797e-05,0.00838065,0.00319316,0.0105853,-1.77538e-18,0.204948
7,0.218366,0.0604971,4.07929e-07,0.00121572,0.000398093,0.0014042,-5.20756e-18,0.0353664
8,0.0931692,0.0186991,5.034e-09,7.93344e-05,3.00912e-05,9.98517e-05,-1.73557e-18,0.004769
9,0.0184231,0.00223571,1.48992e-11,1.00624e-06,7.64826e-07,2.03278e-06,-4.33721e-19,0.000307961
10,0.000382926,1.55587e-05,1.69352e-16,1.95483e-09,-7.2983e-10,-4.82244e-10,-8.4703e-21,1.32474e-06
