,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,6.87877e-05,2.62974e-05,9.2473e-06,0.00521755,-0.00205921,-0.00150755,-0.00124113,0.0256808
1,0.000318811,0.000121653,3.381e-05,0.0107698,-0.00429529,-0.00319794,-0.00249511,0.0630213
2,0.00144132,0.00054856,0.000109617,0.0200774,-0.0078934,-0.00572277,-0.00414884,0.13809
3,0.00629015,0.00238488,0.0002919,0.0318828,-0.0117849,-0.0075596,-0.00484205,0.264109
4,0.0259801,0.00978718,0.000541601,0.038224,-0.0114159,-0.00358792,-0.00117227,0.416015
5,0.0967498,0.0359347,0.000452674,0.0263063,-0.0011774,0.0109168,0.00811957,0.46178
6,0.258065,0.0889048,3.3696e-05,0.00747784,0.00342069,0.0105908,0.006148,0.191431
7,0.211041,0.0581863,4.83649e-07,0.00120261,0.000349995,0.00130147,0.000727948,0.0326213
8,0.088199,0.0176009,5.85392e-09,8.96676e-05,1.97711e-05,8.43783e-05,5.2125e-05,0.00442071
9,0.0170273,0.00205306,1.69454e-11,1.92426e-06,1.83844e-07,1.32983e-06,1.21572e-06,0.000288869
10,0.000338979,1.36756e-05,1.95255e-16,4.25973e-09,-1.91567e-09,-1.70148e-09,-7.49248e-11,1.24349e-06
