,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,6.178094550219301e-05,-2.364131579431375e-05,-3.4278963394475326e-06,-0.004694197462376492,-0.0018089481778957848,-0.0012692433607685775,0.0,0.022523854772321036
1,0.0002897422253503831,-0.00011068379939003074,-1.2712030118775239e-05,-0.00985170626750747,-0.0038574662516365496,-0.0027832737812667255,0.0,0.05725854416524287
2,0.0013280820701808147,-0.0005061160971656922,-4.181907553503408e-05,-0.018797150426001233,-0.0072900185105162895,-0.005162150180262401,0.0,0.12971988468035872
3,0.0058890978769494725,-0.002236141064725052,-0.00011305448165156525,-0.03078553644500213,-0.011290692477771196,-0.007135443837781585,0.0,0.25639180841586257
4,0.02477718281792174,-0.009350240763249272,-0.00021319873064427943,-0.03860928413607116,-0.011658339907745166,-0.0039083244109338845,0.0,0.4171901488173818
5,0.09437048086172745,-0.03512926094637954,-0.00018160900166372341,-0.02876977881035469,-0.002344667049662061,0.009790459277028915,0.0,0.47800557919720166
6,0.2600763308824175,-0.08991505641590962,-1.388771533162792e-05,-0.00838226499196737,0.0031923086778213893,0.010584378363936952,0.0,0.20495888017274613
7,0.21836574066855505,-0.060496490147822955,-2.0294107992303204e-07,-0.0012120918527953656,0.0003999488378816403,0.0014060920716513963,0.0,0.03537080704204216
8,0.09316686673773768,-0.018698919566023712,-2.456919395355879e-09,-7.59078365213193e-05,3.180317842709479e-05,0.00010156225828677802,0.0,0.004769597859284288
9,0.018420857800392407,-0.0022364039323829583,-5.888889003499665e-11,1.599610513500001e-07,1.3393184638592459e-06,2.5987028213390086e-06,0.0,0.0003078502650544397
10,0.0003795625647903401,-1.5667390863835527e-05,-4.3736602092502846e-13,4.01808284071411e-08,2.093629993902146e-08,2.1782589074461964e-08,0.0,1.3374065645266597e-06
