,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,0.797771,0.797771,-1.59554,-4.69907,1.55312,1.49023,-1.66533e-16,1.8569
1,0.622378,0.622378,-1.24476,-4.19068,1.47338,1.2086,-2.77556e-16,1.24773
2,0.461674,0.461674,-0.923349,-3.13628,1.10665,0.7206,-8.32667e-17,0.830156
3,0.306391,0.306391,-0.612782,-1.83447,0.610897,0.250993,-1.38778e-17,0.390303
4,0.243619,0.243619,-0.487237,-1.07506,0.293933,0.0754853,-2.08167e-17,0.154923
5,0.196285,0.196285,-0.39257,-0.630271,0.118858,0.0182037,-2.42861e-17,0.0493967
6,0.145356,0.145356,-0.290712,-0.368131,0.038712,0.00327902,-1.56125e-17,0.0127262
7,0.0947087,0.0947087,-0.189417,-0.208129,0.00935686,0.000403059,0,0.0028745
8,0.0520197,0.0520197,-0.104039,-0.106892,0.00142655,3.20289e-05,-1.30104e-18,0.000673653
9,0.021804,0.021804,-0.043608,-0.0437979,9.49715e-05,2.08288e-06,-2.1684e-19,0.000149806
10,0.00491917,0.00491917,-0.00983833,-0.0098401,8.86976e-07,7.99031e-08,1.0842e-19,1.54964e-05
