,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,0.799589,0.799589,-1.59918,-2.91608,0.660817,0.598504,-5.55112e-17,1.30297
1,0.622822,0.622822,-1.24564,-4.16106,1.45849,1.19124,-1.38778e-16,1.26542
2,0.461449,0.461449,-0.922898,-3.2402,1.15901,0.77115,-1.66533e-16,0.86296
3,0.306153,0.306153,-0.612307,-1.89109,0.639507,0.281081,-4.16334e-17,0.401808
4,0.24299,0.24299,-0.48598,-1.08935,0.301728,0.0857502,-6.93889e-18,0.156901
5,0.19501,0.19501,-0.390021,-0.629207,0.119609,0.0207516,-3.1225e-17,0.0492947
6,0.143703,0.143703,-0.287406,-0.363984,0.0382945,0.00372133,-1.04083e-17,0.0125682
7,0.0931177,0.0931177,-0.186235,-0.204484,0.00912626,0.000449868,-7.80626e-18,0.0028365
8,0.0508195,0.0508195,-0.101639,-0.104388,0.00137515,3.43531e-05,-2.1684e-18,0.000670659
9,0.0211229,0.0211229,-0.0422458,-0.042427,9.06865e-05,2.24537e-06,-2.1684e-19,0.000149808
10,0.00470046,0.00470046,-0.00940092,-0.00940264,8.66669e-07,1.09644e-07,-1.6263e-19,1.54497e-05
