,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,6.878764e-05,2.814314e-05,1.173144e-05,5.486663e-03,-2.195058e-03,-1.642767e-03,-1.297509e-03,2.995524e-02
1,3.159983e-04,1.274850e-04,4.404106e-05,1.082288e-02,-4.328339e-03,-3.230111e-03,-2.428930e-03,6.642970e-02
2,1.421295e-03,5.639282e-04,1.479710e-04,1.959560e-02,-7.677695e-03,-5.506596e-03,-3.897597e-03,1.362386e-01
3,6.196953e-03,2.412767e-03,4.145287e-04,3.082009e-02,-1.133074e-02,-7.108009e-03,-4.557750e-03,2.532843e-01
4,2.566662e-02,9.792416e-03,8.377626e-04,3.735620e-02,-1.115135e-02,-3.333259e-03,-1.190133e-03,4.018871e-01
5,9.607293e-02,3.580586e-02,8.629899e-04,2.675452e-02,-1.592528e-03,1.049355e-02,7.823230e-03,4.570585e-01
6,2.578452e-01,8.890129e-02,1.624629e-04,8.047061e-03,3.104089e-03,1.029507e-02,6.045029e-03,1.928613e-01
7,2.117619e-01,5.843414e-02,1.319890e-05,1.228561e-03,3.348577e-04,1.292691e-03,7.290654e-04,3.307181e-02
8,8.877954e-02,1.773161e-02,1.087462e-06,7.652209e-05,2.582748e-05,9.104768e-05,5.494142e-05,4.500302e-03
9,1.719428e-02,2.074796e-03,3.146190e-08,1.951805e-07,1.007198e-06,2.167299e-06,1.534901e-06,2.964148e-04
10,3.438777e-04,1.388220e-05,3.004471e-11,-2.748585e-09,1.496715e-09,1.714536e-09,1.272215e-09,1.310684e-06
