,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,0.791006,0.791006,-1.58201,-6.40019,2.40909,2.34498,1.69932,2.22964
1,0.618763,0.618763,-1.23753,-3.49462,1.12855,0.87064,0.539278,0.934554
2,0.460242,0.460242,-0.920484,-2.58272,0.831121,0.451304,0.254292,0.60978
3,0.305534,0.305534,-0.611068,-1.62874,0.508835,0.147487,0.0735552,0.302259
4,0.243783,0.243783,-0.487567,-1.02369,0.26806,0.0448498,0.0205045,0.12734
5,0.198187,0.198187,-0.396375,-0.628255,0.11594,0.0113775,0.00490221,0.0431617
6,0.148516,0.148516,-0.297033,-0.376413,0.03969,0.00226516,0.000965855,0.0118964
7,0.0980973,0.0980973,-0.196195,-0.216128,0.00996686,0.0003413,0.000160709,0.00287734
8,0.0547577,0.0547577,-0.109515,-0.112657,0.0015708,4.1259e-05,2.48959e-05,0.000695684
9,0.0234486,0.0234486,-0.0468972,-0.0471148,0.000108825,4.34576e-06,3.19916e-06,0.000150132
10,0.00548039,0.00548039,-0.0109608,-0.010963,1.13208e-06,1.88775e-07,1.42683e-07,1.42051e-05
