,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,0.797683,0.797683,-1.59537,-4.1006,1.25438,1.70227,1.7919,1.6885
1,0.620169,0.620169,-1.24034,-4.23467,1.49772,1.35133,0.859718,1.23669
2,0.459177,0.459177,-0.918354,-3.19437,1.13826,0.777853,0.415089,0.816339
3,0.304498,0.304498,-0.608996,-1.84969,0.620425,0.258203,0.113905,0.374477
4,0.241528,0.241528,-0.483056,-1.07044,0.29372,0.0749203,0.0292059,0.145748
5,0.193689,0.193689,-0.387378,-0.621515,0.117079,0.0174852,0.00626876,0.0458488
6,0.142626,0.142626,-0.285252,-0.36058,0.0376677,0.00304478,0.00106822,0.011773
7,0.0923599,0.0923599,-0.18472,-0.202733,0.00900755,0.000361306,0.000146066,0.00270118
8,0.0503755,0.0503755,-0.100751,-0.10347,0.00135965,2.8289e-05,1.86533e-05,0.00065192
9,0.0209254,0.0209254,-0.0418507,-0.0420299,8.96055e-05,1.99543e-06,2.18023e-06,0.000147341
10,0.00465276,0.00465276,-0.00930552,-0.00930719,8.36022e-07,8.72979e-08,9.01433e-08,1.53096e-05
