,u_v,d_v,L_m,L_p,s_p,c_p,b_p,g
0,7.099537e-05,3.108788e-05,1.562033e-05,6.003866e-03,-2.450917e-03,-1.893456e-03,0.000000e+00,3.973658e-02
1,3.221486e-04,1.377389e-04,5.935612e-05,1.126928e-02,-4.551202e-03,-3.443321e-03,0.000000e+00,7.967468e-02
2,1.436198e-03,5.960152e-04,2.029638e-04,1.967188e-02,-7.731291e-03,-5.543523e-03,0.000000e+00,1.501953e-01
3,6.231076e-03,2.498070e-03,5.830879e-04,3.028646e-02,-1.113266e-02,-6.885833e-03,0.000000e+00,2.647040e-01
4,2.575814e-02,9.964407e-03,1.226870e-03,3.629936e-02,-1.079857e-02,-2.960278e-03,0.000000e+00,4.146769e-01
5,9.625882e-02,3.598625e-02,1.373525e-03,2.586876e-02,-1.393595e-03,1.066907e-02,0.000000e+00,4.760617e-01
6,2.568237e-01,8.850291e-02,3.143316e-04,8.149922e-03,2.926429e-03,1.005307e-02,0.000000e+00,2.007113e-01
7,2.096693e-01,5.779781e-02,2.810765e-05,1.254845e-03,2.974582e-04,1.240868e-03,0.000000e+00,3.400881e-02
8,8.746883e-02,1.744503e-02,2.348597e-06,6.747967e-05,2.772102e-05,9.160124e-05,0.000000e+00,4.565490e-03
9,1.683202e-02,2.027330e-03,6.581465e-08,-1.300236e-06,1.661653e-06,2.789740e-06,0.000000e+00,2.958947e-04
10,3.321958e-04,1.337944e-05,4.576991e-11,-9.421708e-09,4.729103e-09,4.937927e-09,0.000000e+00,1.278484e-06
